,ranking_date,rank,player,points,full_name
2615216,1992-03-09,5,101529,2499.0,Michael Stich
2616487,1992-03-16,1,101793,,Jim Courier
2616488,1992-03-16,2,101222,,Stefan Edberg
2616489,1992-03-16,3,101414,,Boris Becker
2616490,1992-03-16,4,101948,,Pete Sampras
2616491,1992-03-16,5,101529,,Michael Stich
2617763,1992-03-23,1,101222,3419.0,Stefan Edberg
2617764,1992-03-23,2,101793,3397.0,Jim Courier
2617765,1992-03-23,3,101414,2757.0,Boris Becker
2617766,1992-03-23,4,101948,2624.0,Pete Sampras
2617767,1992-03-23,5,101529,2476.0,Michael Stich
2619031,1992-03-30,1,101222,,Stefan Edberg
2619032,1992-03-30,2,101793,,Jim Courier
2619033,1992-03-30,3,101414,,Boris Becker
2619034,1992-03-30,4,101948,,Pete Sampras
2619035,1992-03-30,5,101529,,Michael Stich
2620300,1992-04-06,1,101222,3419.0,Stefan Edberg
2620301,1992-04-06,2,101793,3397.0,Jim Courier
2620302,1992-04-06,3,101414,2757.0,Boris Becker
2620303,1992-04-06,4,101948,2611.0,Pete Sampras
2620304,1992-04-06,5,101529,2476.0,Michael Stich
2621576,1992-04-13,1,101793,3553.0,Jim Courier
2621577,1992-04-13,2,101222,3241.0,Stefan Edberg
2621578,1992-04-13,3,101414,2757.0,Boris Becker
2621579,1992-04-13,4,101948,2611.0,Pete Sampras
2621580,1992-04-13,5,101529,2470.0,Michael Stich
2622855,1992-04-20,1,101793,3655.0,Jim Courier
2622856,1992-04-20,2,101222,3241.0,Stefan Edberg
2622857,1992-04-20,3,101414,2757.0,Boris Becker
2622858,1992-04-20,4,101948,2633.0,Pete Sampras
2622859,1992-04-20,5,101529,2470.0,Michael Stich
2624130,1992-04-27,1,101793,3655.0,Jim Courier
2624131,1992-04-27,2,101222,3241.0,Stefan Edberg
2624132,1992-04-27,3,101948,2633.0,Pete Sampras
2624133,1992-04-27,4,101414,2561.0,Boris Becker
2624134,1992-04-27,5,101529,2522.0,Michael Stich
2625402,1992-05-04,1,101793,3655.0,Jim Courier
2625403,1992-05-04,2,101222,3241.0,Stefan Edberg
2625404,1992-05-04,3,101948,2679.0,Pete Sampras
2625405,1992-05-04,4,101414,2561.0,Boris Becker
2625406,1992-05-04,5,101529,2531.0,Michael Stich
2626669,1992-05-11,1,101793,3655.0,Jim Courier
2626670,1992-05-11,2,101222,3523.0,Stefan Edberg
2626671,1992-05-11,3,101414,2694.0,Boris Becker
2626672,1992-05-11,4,101948,2679.0,Pete Sampras
2626673,1992-05-11,5,101529,2626.0,Michael Stich
2627930,1992-05-18,1,101793,3898.0,Jim Courier
2627931,1992-05-18,2,101222,3523.0,Stefan Edberg
2627932,1992-05-18,3,101948,2710.0,Pete Sampras
2627933,1992-05-18,4,101414,2694.0,Boris Becker
2627934,1992-05-18,5,101529,2626.0,Michael Stich
2629194,1992-05-25,1,101793,3898.0,Jim Courier
2629195,1992-05-25,2,101222,3523.0,Stefan Edberg
2629196,1992-05-25,3,101948,2710.0,Pete Sampras
2629197,1992-05-25,4,101414,2694.0,Boris Becker
2629198,1992-05-25,5,101529,2626.0,Michael Stich
2630300,1992-06-01,1,101793,,Jim Courier
2630301,1992-06-01,2,101222,,Stefan Edberg
2630302,1992-06-01,3,101948,,Pete Sampras
2630303,1992-06-01,4,101414,,Boris Becker
2630304,1992-06-01,5,101529,,Michael Stich
2631557,1992-06-08,1,101793,3885.0,Jim Courier
2631558,1992-06-08,2,101222,3404.0,Stefan Edberg
2631559,1992-06-08,3,101948,2793.0,Pete Sampras
2631560,1992-06-08,4,101414,2406.0,Boris Becker
2631561,1992-06-08,5,101529,2393.0,Michael Stich
2632809,1992-06-15,1,101793,3885.0,Jim Courier
2632810,1992-06-15,2,101222,3327.0,Stefan Edberg
2632811,1992-06-15,3,101948,2793.0,Pete Sampras
2632812,1992-06-15,4,101529,2455.0,Michael Stich
2632813,1992-06-15,5,101414,2406.0,Boris Becker
2634078,1992-06-22,1,101793,3885.0,Jim Courier
2634079,1992-06-22,2,101222,3327.0,Stefan Edberg
2634080,1992-06-22,3,101948,2760.0,Pete Sampras
2634081,1992-06-22,4,101529,2455.0,Michael Stich
2634082,1992-06-22,5,101414,2406.0,Boris Becker
2635341,1992-06-29,1,101793,,Jim Courier
2635342,1992-06-29,2,101222,,Stefan Edberg
2635343,1992-06-29,3,101948,,Pete Sampras
2635344,1992-06-29,4,101529,,Michael Stich
2635345,1992-06-29,5,101414,,Boris Becker
2636601,1992-07-06,1,101793,3848.0,Jim Courier
2636602,1992-07-06,2,101222,3165.0,Stefan Edberg
2636603,1992-07-06,3,101948,3028.0,Pete Sampras
2636604,1992-07-06,4,101964,2325.0,Goran Ivanisevic
2636605,1992-07-06,5,101434,2209.0,Petr Korda
2637846,1992-07-13,1,101793,3848.0,Jim Courier
2637847,1992-07-13,2,101222,3165.0,Stefan Edberg
2637848,1992-07-13,3,101948,3028.0,Pete Sampras
2637849,1992-07-13,4,101964,2267.0,Goran Ivanisevic
2637850,1992-07-13,5,101434,2209.0,Petr Korda
2639090,1992-07-20,1,101793,3848.0,Jim Courier
2639091,1992-07-20,2,101222,3172.0,Stefan Edberg
2639092,1992-07-20,3,101948,3028.0,Pete Sampras
2639093,1992-07-20,4,101964,2319.0,Goran Ivanisevic
2639094,1992-07-20,5,101434,2271.0,Petr Korda
2640329,1992-07-27,1,101793,3781.0,Jim Courier
2640330,1992-07-27,2,101222,3172.0,Stefan Edberg
2640331,1992-07-27,3,101948,3105.0,Pete Sampras
2640332,1992-07-27,4,101964,2319.0,Goran Ivanisevic
2640333,1992-07-27,5,101414,2114.0,Boris Becker
2641577,1992-08-03,1,101793,3781.0,Jim Courier
2641578,1992-08-03,2,101222,3169.0,Stefan Edberg
2641579,1992-08-03,3,101948,3051.0,Pete Sampras
2641580,1992-08-03,4,101964,2319.0,Goran Ivanisevic
2641581,1992-08-03,5,101414,2114.0,Boris Becker
2642815,1992-08-10,1,101793,3664.0,Jim Courier
2642816,1992-08-10,2,101222,3146.0,Stefan Edberg
2642817,1992-08-10,3,101948,2830.0,Pete Sampras
2642818,1992-08-10,4,101964,2319.0,Goran Ivanisevic
2642819,1992-08-10,5,102021,2078.0,Michael Chang
2644068,1992-08-17,1,101793,3553.0,Jim Courier
2644069,1992-08-17,2,101222,3263.0,Stefan Edberg
2644070,1992-08-17,3,101948,2864.0,Pete Sampras
2644071,1992-08-17,4,102021,2147.0,Michael Chang
2644072,1992-08-17,5,101964,2120.0,Goran Ivanisevic
2645330,1992-08-24,1,101793,3696.0,Jim Courier
2645331,1992-08-24,2,101222,3503.0,Stefan Edberg
2645332,1992-08-24,3,101948,3116.0,Pete Sampras
2645333,1992-08-24,4,102021,2179.0,Michael Chang
2645334,1992-08-24,5,101964,2154.0,Goran Ivanisevic
2646608,1992-08-31,1,101793,3696.0,Jim Courier
2646609,1992-08-31,2,101222,3503.0,Stefan Edberg
2646610,1992-08-31,3,101948,3116.0,Pete Sampras
2646611,1992-08-31,4,102021,2222.0,Michael Chang
2646612,1992-08-31,5,101964,2154.0,Goran Ivanisevic
2647886,1992-09-07,1,101793,,Jim Courier
2647887,1992-09-07,2,101222,,Stefan Edberg
2647888,1992-09-07,3,101948,,Pete Sampras
2647889,1992-09-07,4,102021,,Michael Chang
2647890,1992-09-07,5,101964,,Goran Ivanisevic
2649164,1992-09-14,1,101222,3577.0,Stefan Edberg
2649165,1992-09-14,2,101793,3574.0,Jim Courier
2649166,1992-09-14,3,101948,3442.0,Pete Sampras
2649167,1992-09-14,4,102021,2447.0,Michael Chang
2649168,1992-09-14,5,101964,2103.0,Goran Ivanisevic
2650446,1992-09-21,1,101222,3577.0,Stefan Edberg
2650447,1992-09-21,2,101793,3574.0,Jim Courier
2650448,1992-09-21,3,101948,3442.0,Pete Sampras
2650449,1992-09-21,4,102021,2447.0,Michael Chang
2650450,1992-09-21,5,101964,2103.0,Goran Ivanisevic
2651725,1992-09-28,1,101222,3577.0,Stefan Edberg
2651726,1992-09-28,2,101793,3574.0,Jim Courier
2651727,1992-09-28,3,101948,3442.0,Pete Sampras
2651728,1992-09-28,4,102021,2435.0,Michael Chang
2651729,1992-09-28,5,101964,2103.0,Goran Ivanisevic
2653012,1992-10-05,1,101793,3574.0,Jim Courier
2653013,1992-10-05,2,101948,3366.0,Pete Sampras
2653014,1992-10-05,3,101222,3345.0,Stefan Edberg
2653015,1992-10-05,4,102021,2428.0,Michael Chang
2653016,1992-10-05,5,101434,2215.0,Petr Korda
2654299,1992-10-12,1,101793,3574.0,Jim Courier
2654300,1992-10-12,2,101948,3366.0,Pete Sampras
2654301,1992-10-12,3,101222,3252.0,Stefan Edberg
2654302,1992-10-12,4,102021,2400.0,Michael Chang
2654303,1992-10-12,5,101434,2170.0,Petr Korda
2655588,1992-10-19,1,101793,3574.0,Jim Courier
2655589,1992-10-19,2,101222,3254.0,Stefan Edberg
2655590,1992-10-19,3,101948,3239.0,Pete Sampras
2655591,1992-10-19,4,102021,2470.0,Michael Chang
2655592,1992-10-19,5,101964,2155.0,Goran Ivanisevic
2656878,1992-10-26,1,101793,3439.0,Jim Courier
2656879,1992-10-26,2,101948,3402.0,Pete Sampras
2656880,1992-10-26,3,101222,3093.0,Stefan Edberg
2656881,1992-10-26,4,102021,2470.0,Michael Chang
2656882,1992-10-26,5,101434,2161.0,Petr Korda
2658148,1992-11-02,1,101793,3424.0,Jim Courier
2658149,1992-11-02,2,101948,3299.0,Pete Sampras
2658150,1992-11-02,3,101222,3204.0,Stefan Edberg
2658151,1992-11-02,4,101964,2408.0,Goran Ivanisevic
2658152,1992-11-02,5,102021,2294.0,Michael Chang
2659439,1992-11-09,1,101793,3500.0,Jim Courier
2659440,1992-11-09,2,101948,3299.0,Pete Sampras
2659441,1992-11-09,3,101222,3236.0,Stefan Edberg
2659442,1992-11-09,4,101964,2564.0,Goran Ivanisevic
2659443,1992-11-09,5,101414,2215.0,Boris Becker
2660735,1992-11-16,1,101793,3379.0,Jim Courier
2660736,1992-11-16,2,101222,3236.0,Stefan Edberg
2660737,1992-11-16,3,101948,2937.0,Pete Sampras
2660738,1992-11-16,4,101964,2564.0,Goran Ivanisevic
2660739,1992-11-16,5,102021,2277.0,Michael Chang
2662043,1992-11-23,1,101793,3599.0,Jim Courier
2662044,1992-11-23,2,101222,3236.0,Stefan Edberg
2662045,1992-11-23,3,101948,3074.0,Pete Sampras
2662046,1992-11-23,4,101964,2718.0,Goran Ivanisevic
2662047,1992-11-23,5,101414,2530.0,Boris Becker
2663339,1992-11-30,1,101793,3599.0,Jim Courier
2663340,1992-11-30,2,101222,3236.0,Stefan Edberg
2663341,1992-11-30,3,101948,3074.0,Pete Sampras
2663342,1992-11-30,4,101964,2718.0,Goran Ivanisevic
2663343,1992-11-30,5,101414,2530.0,Boris Becker
2664620,1992-12-07,1,101793,3599.0,Jim Courier
2664621,1992-12-07,2,101222,3236.0,Stefan Edberg
2664622,1992-12-07,3,101948,3074.0,Pete Sampras
2664623,1992-12-07,4,101964,2718.0,Goran Ivanisevic
2664624,1992-12-07,5,101414,2530.0,Boris Becker
2665916,1992-12-14,1,101793,3599.0,Jim Courier
2665917,1992-12-14,2,101222,3236.0,Stefan Edberg
2665918,1992-12-14,3,101948,3074.0,Pete Sampras
2665919,1992-12-14,4,101964,2718.0,Goran Ivanisevic
2665920,1992-12-14,5,101414,2530.0,Boris Becker
2667214,1992-12-21,1,101793,3599.0,Jim Courier
2667215,1992-12-21,2,101222,3236.0,Stefan Edberg
2667216,1992-12-21,3,101948,3074.0,Pete Sampras
2667217,1992-12-21,4,101964,2718.0,Goran Ivanisevic
2667218,1992-12-21,5,101414,2530.0,Boris Becker
2668500,1992-12-28,1,101793,,Jim Courier
2668501,1992-12-28,2,101222,,Stefan Edberg
2668502,1992-12-28,3,101948,,Pete Sampras
2668503,1992-12-28,4,101964,,Goran Ivanisevic
2668504,1992-12-28,5,101414,,Boris Becker
2669785,1993-01-04,1,101793,,Jim Courier
2669786,1993-01-04,2,101222,,Stefan Edberg
2669787,1993-01-04,3,101948,,Pete Sampras
2669788,1993-01-04,4,101964,,Goran Ivanisevic
2669789,1993-01-04,5,101414,,Boris Becker
2671070,1993-01-11,1,101793,3599.0,Jim Courier
2671071,1993-01-11,2,101222,3244.0,Stefan Edberg
2671072,1993-01-11,3,101948,3074.0,Pete Sampras
2671073,1993-01-11,4,101414,2751.0,Boris Becker
2671074,1993-01-11,5,101964,2716.0,Goran Ivanisevic
2672359,1993-01-18,1,101793,3599.0,Jim Courier
2672360,1993-01-18,2,101222,3244.0,Stefan Edberg
2672361,1993-01-18,3,101948,3203.0,Pete Sampras
2672362,1993-01-18,4,101414,2751.0,Boris Becker
2672363,1993-01-18,5,101964,2716.0,Goran Ivanisevic
2673649,1993-01-25,1,101793,,Jim Courier
2673650,1993-01-25,2,101222,,Stefan Edberg
2673651,1993-01-25,3,101948,,Pete Sampras
2673652,1993-01-25,4,101414,,Boris Becker
2673653,1993-01-25,5,101964,,Goran Ivanisevic
2674939,1993-02-01,1,101793,3667.0,Jim Courier
2674940,1993-02-01,2,101948,3399.0,Pete Sampras
2674941,1993-02-01,3,101222,3271.0,Stefan Edberg
2674942,1993-02-01,4,101414,2751.0,Boris Becker
2674943,1993-02-01,5,101964,2716.0,Goran Ivanisevic
2676237,1993-02-08,1,101793,3588.0,Jim Courier
2676238,1993-02-08,2,101948,3399.0,Pete Sampras
2676239,1993-02-08,3,101222,3271.0,Stefan Edberg
2676240,1993-02-08,4,101414,2751.0,Boris Becker
2676241,1993-02-08,5,101964,2610.0,Goran Ivanisevic
2677529,1993-02-15,1,101793,3615.0,Jim Courier
2677530,1993-02-15,2,101948,3399.0,Pete Sampras
2677531,1993-02-15,3,101222,3182.0,Stefan Edberg
2677532,1993-02-15,4,101414,2728.0,Boris Becker
2677533,1993-02-15,5,101964,2595.0,Goran Ivanisevic
2678824,1993-02-22,1,101793,3572.0,Jim Courier
2678825,1993-02-22,2,101948,3241.0,Pete Sampras
2678826,1993-02-22,3,101222,3021.0,Stefan Edberg
2678827,1993-02-22,4,101414,2888.0,Boris Becker
2678828,1993-02-22,5,102021,2326.0,Michael Chang
2680115,1993-03-01,1,101793,3572.0,Jim Courier
2680116,1993-03-01,2,101948,3241.0,Pete Sampras
2680117,1993-03-01,3,101222,3021.0,Stefan Edberg
2680118,1993-03-01,4,101414,2701.0,Boris Becker
2680119,1993-03-01,5,102021,2326.0,Michael Chang
2681405,1993-03-08,1,101793,3916.0,Jim Courier
2681406,1993-03-08,2,101948,3241.0,Pete Sampras
2681407,1993-03-08,3,101222,3021.0,Stefan Edberg
2681408,1993-03-08,4,101414,2701.0,Boris Becker
2681409,1993-03-08,5,101434,2347.0,Petr Korda
2682701,1993-03-15,1,101793,,Jim Courier
2682702,1993-03-15,2,101948,,Pete Sampras
2682703,1993-03-15,3,101222,,Stefan Edberg
2682704,1993-03-15,4,101414,,Boris Becker
2682705,1993-03-15,5,101434,,Petr Korda
2683996,1993-03-22,1,101793,3781.0,Jim Courier
2683997,1993-03-22,2,101948,3559.0,Pete Sampras
2683998,1993-03-22,3,101222,3054.0,Stefan Edberg
2683999,1993-03-22,4,101414,2680.0,Boris Becker
2684000,1993-03-22,5,101434,2452.0,Petr Korda
2685285,1993-03-29,1,101793,,Jim Courier
2685286,1993-03-29,2,101948,,Pete Sampras
2685287,1993-03-29,3,101222,,Stefan Edberg
2685288,1993-03-29,4,101414,,Boris Becker
2685289,1993-03-29,5,101434,,Petr Korda
2686573,1993-04-05,1,101793,3829.0,Jim Courier
2686574,1993-04-05,2,101948,3559.0,Pete Sampras
2686575,1993-04-05,3,101222,3054.0,Stefan Edberg
2686576,1993-04-05,4,101414,2680.0,Boris Becker
2686577,1993-04-05,5,101434,2452.0,Petr Korda
2687871,1993-04-12,1,101948,3736.0,Pete Sampras
2687872,1993-04-12,2,101793,3563.0,Jim Courier
2687873,1993-04-12,3,101222,2972.0,Stefan Edberg
2687874,1993-04-12,4,101414,2680.0,Boris Becker
2687875,1993-04-12,5,101434,2452.0,Petr Korda
2689169,1993-04-19,1,101948,3826.0,Pete Sampras
2689170,1993-04-19,2,101793,3517.0,Jim Courier
2689171,1993-04-19,3,101222,2985.0,Stefan Edberg
2689172,1993-04-19,4,101414,2680.0,Boris Becker
2689173,1993-04-19,5,101434,2452.0,Petr Korda
2690467,1993-04-26,1,101948,3826.0,Pete Sampras
2690468,1993-04-26,2,101793,3517.0,Jim Courier
2690469,1993-04-26,3,101222,3091.0,Stefan Edberg
2690470,1993-04-26,4,101414,2675.0,Boris Becker
2690471,1993-04-26,5,101434,2452.0,Petr Korda
2691767,1993-05-03,1,101948,3826.0,Pete Sampras
2691768,1993-05-03,2,101793,3517.0,Jim Courier
2691769,1993-05-03,3,101222,3259.0,Stefan Edberg
2691770,1993-05-03,4,101414,2675.0,Boris Becker
2691771,1993-05-03,5,101434,2443.0,Petr Korda
2693067,1993-05-10,1,101948,3826.0,Pete Sampras
2693068,1993-05-10,2,101793,3517.0,Jim Courier
2693069,1993-05-10,3,101222,2982.0,Stefan Edberg
2693070,1993-05-10,4,101414,2555.0,Boris Becker
2693071,1993-05-10,5,101434,2443.0,Petr Korda
2694362,1993-05-17,1,101948,3849.0,Pete Sampras
2694363,1993-05-17,2,101793,3565.0,Jim Courier
2694364,1993-05-17,3,101222,2982.0,Stefan Edberg
2694365,1993-05-17,4,101414,2577.0,Boris Becker
2694366,1993-05-17,5,101964,2566.0,Goran Ivanisevic
2695656,1993-05-24,1,101948,3849.0,Pete Sampras
2695657,1993-05-24,2,101793,3565.0,Jim Courier
2695658,1993-05-24,3,101222,2982.0,Stefan Edberg
2695659,1993-05-24,4,101414,2577.0,Boris Becker
2695660,1993-05-24,5,101964,2566.0,Goran Ivanisevic
2696945,1993-05-31,1,101948,,Pete Sampras
2696946,1993-05-31,2,101793,,Jim Courier
2696947,1993-05-31,3,101222,,Stefan Edberg
2696948,1993-05-31,4,101414,,Boris Becker
2696949,1993-05-31,5,101964,,Goran Ivanisevic
2698233,1993-06-07,1,101948,3880.0,Pete Sampras
2698234,1993-06-07,2,101793,3385.0,Jim Courier
2698235,1993-06-07,3,101222,3061.0,Stefan Edberg
2698236,1993-06-07,4,101414,2577.0,Boris Becker
2698237,1993-06-07,5,101843,2550.0,Sergi Bruguera
2699533,1993-06-14,1,101948,3880.0,Pete Sampras
2699534,1993-06-14,2,101793,3385.0,Jim Courier
2699535,1993-06-14,3,101222,3055.0,Stefan Edberg
2699536,1993-06-14,4,101414,2600.0,Boris Becker
2699537,1993-06-14,5,101843,2550.0,Sergi Bruguera
2700823,1993-06-21,1,101948,3880.0,Pete Sampras
2700824,1993-06-21,2,101793,3385.0,Jim Courier
2700825,1993-06-21,3,101222,3055.0,Stefan Edberg
2700826,1993-06-21,4,101414,2600.0,Boris Becker
2700827,1993-06-21,5,101843,2550.0,Sergi Bruguera
2702119,1993-06-28,1,101948,,Pete Sampras
2702120,1993-06-28,2,101793,,Jim Courier
2702121,1993-06-28,3,101222,,Stefan Edberg
2702122,1993-06-28,4,101414,,Boris Becker
2702123,1993-06-28,5,101843,,Sergi Bruguera
2703414,1993-07-05,1,101948,4197.0,Pete Sampras
2703415,1993-07-05,2,101793,3842.0,Jim Courier
2703416,1993-07-05,3,101222,3230.0,Stefan Edberg
2703417,1993-07-05,4,101414,2786.0,Boris Becker
2703418,1993-07-05,5,101843,2550.0,Sergi Bruguera
2704697,1993-07-12,1,101948,4197.0,Pete Sampras
2704698,1993-07-12,2,101793,3842.0,Jim Courier
2704699,1993-07-12,3,101222,3230.0,Stefan Edberg
2704700,1993-07-12,4,101414,2786.0,Boris Becker
2704701,1993-07-12,5,101843,2551.0,Sergi Bruguera
2706013,1993-07-19,1,101948,4197.0,Pete Sampras
2706014,1993-07-19,2,101793,3842.0,Jim Courier
2706015,1993-07-19,3,101222,3230.0,Stefan Edberg
2706016,1993-07-19,4,101414,2786.0,Boris Becker
2706017,1993-07-19,5,101843,2531.0,Sergi Bruguera
2707330,1993-07-26,1,101948,4197.0,Pete Sampras
2707331,1993-07-26,2,101793,3842.0,Jim Courier
2707332,1993-07-26,3,101222,3230.0,Stefan Edberg
2707333,1993-07-26,4,101414,2786.0,Boris Becker
2707334,1993-07-26,5,101843,2531.0,Sergi Bruguera
2708456,1993-08-02,1,101948,4197.0,Pete Sampras
2708457,1993-08-02,2,101793,3845.0,Jim Courier
2708458,1993-08-02,3,101222,3230.0,Stefan Edberg
2708459,1993-08-02,4,101414,2786.0,Boris Becker
2708460,1993-08-02,5,101843,2531.0,Sergi Bruguera
2709776,1993-08-09,1,101948,4197.0,Pete Sampras
2709777,1993-08-09,2,101793,3845.0,Jim Courier
2709778,1993-08-09,3,101222,3230.0,Stefan Edberg
2709779,1993-08-09,4,101414,2786.0,Boris Becker
2709780,1993-08-09,5,101843,2661.0,Sergi Bruguera
2711097,1993-08-16,1,101948,3973.0,Pete Sampras
2711098,1993-08-16,2,101793,3845.0,Jim Courier
2711099,1993-08-16,3,101222,3375.0,Stefan Edberg
2711100,1993-08-16,4,101414,2786.0,Boris Becker
2711101,1993-08-16,5,101843,2661.0,Sergi Bruguera
2712443,1993-08-23,1,101793,3973.0,Jim Courier
2712444,1993-08-23,2,101948,3766.0,Pete Sampras
2712445,1993-08-23,3,101222,3114.0,Stefan Edberg
2712446,1993-08-23,4,101414,2844.0,Boris Becker
2712447,1993-08-23,5,101843,2661.0,Sergi Bruguera
2713786,1993-08-30,1,101793,3973.0,Jim Courier
2713787,1993-08-30,2,101948,3766.0,Pete Sampras
2713788,1993-08-30,3,101222,3145.0,Stefan Edberg
2713789,1993-08-30,4,101414,2823.0,Boris Becker
2713790,1993-08-30,5,101843,2661.0,Sergi Bruguera
2715131,1993-09-06,1,101793,,Jim Courier
2715132,1993-09-06,2,101948,,Pete Sampras
2715133,1993-09-06,3,101222,,Stefan Edberg
2715134,1993-09-06,4,101414,,Boris Becker
2715135,1993-09-06,5,101843,,Sergi Bruguera
2716475,1993-09-13,1,101948,3925.0,Pete Sampras
2716476,1993-09-13,2,101793,3729.0,Jim Courier
2716477,1993-09-13,3,101414,2827.0,Boris Becker
2716478,1993-09-13,4,101843,2661.0,Sergi Bruguera
2716479,1993-09-13,5,101222,2530.0,Stefan Edberg
2717820,1993-09-20,1,101948,3925.0,Pete Sampras
2717821,1993-09-20,2,101793,3729.0,Jim Courier
2717822,1993-09-20,3,101414,2827.0,Boris Becker
2717823,1993-09-20,4,101843,2714.0,Sergi Bruguera
2717824,1993-09-20,5,101222,2530.0,Stefan Edberg
2719168,1993-09-27,1,101948,3925.0,Pete Sampras
2719169,1993-09-27,2,101793,3729.0,Jim Courier
2719170,1993-09-27,3,101414,2827.0,Boris Becker
2719171,1993-09-27,4,101843,2714.0,Sergi Bruguera
2719172,1993-09-27,5,101222,2530.0,Stefan Edberg
2720501,1993-10-04,1,101948,3925.0,Pete Sampras
2720502,1993-10-04,2,101793,3729.0,Jim Courier
2720503,1993-10-04,3,101222,2649.0,Stefan Edberg
2720504,1993-10-04,4,101843,2638.0,Sergi Bruguera
2720505,1993-10-04,5,101414,2617.0,Boris Becker
2721814,1993-10-11,1,101948,3925.0,Pete Sampras
2721815,1993-10-11,2,101793,3759.0,Jim Courier
2721816,1993-10-11,3,101414,2617.0,Boris Becker
2721817,1993-10-11,4,101529,2598.0,Michael Stich
2721818,1993-10-11,5,101843,2578.0,Sergi Bruguera
2723136,1993-10-18,1,101948,3925.0,Pete Sampras
2723137,1993-10-18,2,101793,3759.0,Jim Courier
2723138,1993-10-18,3,101414,2648.0,Boris Becker
2723139,1993-10-18,4,101529,2598.0,Michael Stich
2723140,1993-10-18,5,101843,2578.0,Sergi Bruguera
2724477,1993-10-25,1,101948,3918.0,Pete Sampras
2724478,1993-10-25,2,101793,3759.0,Jim Courier
2724479,1993-10-25,3,101414,2648.0,Boris Becker
2724480,1993-10-25,4,101529,2598.0,Michael Stich
2724481,1993-10-25,5,101843,2578.0,Sergi Bruguera
2725825,1993-11-01,1,101948,3790.0,Pete Sampras
2725826,1993-11-01,2,101793,3759.0,Jim Courier
2725827,1993-11-01,3,101529,2960.0,Michael Stich
2725828,1993-11-01,4,101414,2608.0,Boris Becker
2725829,1993-11-01,5,101843,2590.0,Sergi Bruguera
2727163,1993-11-08,1,101948,3834.0,Pete Sampras
2727164,1993-11-08,2,101793,3695.0,Jim Courier
2727165,1993-11-08,3,101529,3026.0,Michael Stich
2727166,1993-11-08,4,101843,2590.0,Sergi Bruguera
2727167,1993-11-08,5,101222,2571.0,Stefan Edberg
2728497,1993-11-15,1,101948,3917.0,Pete Sampras
2728498,1993-11-15,2,101793,3390.0,Jim Courier
2728499,1993-11-15,3,101529,3003.0,Michael Stich
2728500,1993-11-15,4,101843,2590.0,Sergi Bruguera
2728501,1993-11-15,5,101222,2571.0,Stefan Edberg
2729831,1993-11-22,1,101948,4128.0,Pete Sampras
2729832,1993-11-22,2,101529,3445.0,Michael Stich
2729833,1993-11-22,3,101793,3390.0,Jim Courier
2729834,1993-11-22,4,101843,2590.0,Sergi Bruguera
2729835,1993-11-22,5,101222,2571.0,Stefan Edberg
2731174,1993-11-29,1,101948,4128.0,Pete Sampras
2731175,1993-11-29,2,101529,3445.0,Michael Stich
2731176,1993-11-29,3,101793,3390.0,Jim Courier
2731177,1993-11-29,4,101843,2590.0,Sergi Bruguera
2731178,1993-11-29,5,101222,2571.0,Stefan Edberg
2732520,1993-12-06,1,101948,4128.0,Pete Sampras
2732521,1993-12-06,2,101529,3445.0,Michael Stich
2732522,1993-12-06,3,101793,3390.0,Jim Courier
2732523,1993-12-06,4,101843,2590.0,Sergi Bruguera
2732524,1993-12-06,5,101222,2571.0,Stefan Edberg
2733861,1993-12-13,1,101948,4128.0,Pete Sampras
2733862,1993-12-13,2,101529,3445.0,Michael Stich
2733863,1993-12-13,3,101793,3390.0,Jim Courier
2733864,1993-12-13,4,101843,2590.0,Sergi Bruguera
2733865,1993-12-13,5,101222,2571.0,Stefan Edberg
2735205,1993-12-20,1,101948,4128.0,Pete Sampras
2735206,1993-12-20,2,101529,3445.0,Michael Stich
